trend,sc,season,tm_tr,tm,w,l,t,mov,ats,total
ou,is_after_win,2016,Baltimore,BAL,5,3,0,NA,NA,2.1
ou,is_after_win,2016,Buffalo,BUF,6,1,0,NA,NA,6.6
ou,is_after_win,2016,Carolina,CAR,1,4,1,NA,NA,-5.1
ou,is_after_win,2016,Chicago,CHI,2,1,0,NA,NA,0.2
ou,is_after_win,2016,Cincinnati,CIN,1,4,0,NA,NA,-3.5
ou,is_after_win,2016,Cleveland,CLE,1,0,0,NA,NA,9.5
ou,is_after_win,2016,Dallas,DAL,5,8,0,NA,NA,-0.4
ou,is_after_win,2016,Denver,DEN,5,3,0,NA,NA,0.1
ou,is_after_win,2016,Detroit,DET,1,8,0,NA,NA,-8.9
ou,is_after_win,2016,Green Bay,GBY,8,4,0,NA,NA,3.7
ou,is_after_win,2016,Houston,HOU,5,5,0,NA,NA,-2.9
ou,is_after_win,2016,Indianapolis,IND,3,4,0,NA,NA,-3.7
ou,is_after_win,2016,Jacksonville,JAX,1,2,0,NA,NA,-5.3
ou,is_after_win,2016,Kansas City,KCY,3,9,0,NA,NA,-3.4
ou,is_after_win,2016,LA Chargers,LAC,3,1,1,NA,NA,3.3
ou,is_after_win,2016,LA Rams,LAR,2,2,0,NA,NA,1.9
ou,is_after_win,2016,Miami,MIA,8,2,0,NA,NA,2.9
ou,is_after_win,2016,Minnesota,MIN,1,6,0,NA,NA,-7.4
ou,is_after_win,2016,New Orleans,NOR,4,3,0,NA,NA,4.7
ou,is_after_win,2016,New England,NWE,9,7,0,NA,NA,-1.3
ou,is_after_win,2016,NY Giants,NYG,4,7,0,NA,NA,-6.4
ou,is_after_win,2016,NY Jets,NYJ,3,1,0,NA,NA,2
ou,is_after_win,2016,Oakland,OAK,9,3,0,NA,NA,4.9
ou,is_after_win,2016,Philadelphia,PHI,3,3,0,NA,NA,-0.9
ou,is_after_win,2016,Pittsburgh,PIT,4,9,0,NA,NA,-3.6
ou,is_after_win,2016,Seattle,SEA,6,5,0,NA,NA,-5.2
ou,is_after_win,2016,San Francisco,SFO,2,0,0,NA,NA,15.8
ou,is_after_win,2016,Tampa Bay,TBY,2,5,1,NA,NA,-6.6
ou,is_after_win,2016,Tennessee,TEN,4,4,0,NA,NA,0.2
ou,is_after_win,2016,Washington,WAS,4,4,0,NA,NA,-4.1
ou,is_after_win,2017,Arizona,ARI,2,5,0,NA,NA,-1.1
ou,is_after_win,2017,Atlanta,ATL,4,7,0,NA,NA,-4.5
ou,is_after_win,2017,Baltimore,BAL,6,3,0,NA,NA,10.2
ou,is_after_win,2017,Buffalo,BUF,4,5,0,NA,NA,-7.9
ou,is_after_win,2017,Carolina,CAR,7,4,0,NA,NA,2.3
ou,is_after_win,2017,Chicago,CHI,1,4,0,NA,NA,-9.5
ou,is_after_win,2017,Cincinnati,CIN,4,2,0,NA,NA,2.9
ou,is_after_win,2017,Dallas,DAL,3,5,0,NA,NA,-1.7
ou,is_after_win,2017,Denver,DEN,2,3,0,NA,NA,1.7
ou,is_after_win,2017,Detroit,DET,5,3,0,NA,NA,3.6
ou,is_after_win,2017,Green Bay,GBY,5,2,0,NA,NA,1.5
ou,is_after_win,2017,Houston,HOU,3,1,0,NA,NA,22.2
ou,is_after_win,2017,Indianapolis,IND,2,1,0,NA,NA,8.2
ou,is_after_win,2017,Jacksonville,JAX,8,4,0,NA,NA,9.4
ou,is_after_win,2017,Kansas City,KCY,4,6,0,NA,NA,0.4
ou,is_after_win,2017,LA Chargers,LAC,0,8,0,NA,NA,-11.2
ou,is_after_win,2017,LA Rams,LAR,7,4,0,NA,NA,2.6
ou,is_after_win,2017,Miami,MIA,3,3,0,NA,NA,-0.9
ou,is_after_win,2017,Minnesota,MIN,7,7,0,NA,NA,-3
ou,is_after_win,2017,New Orleans,NOR,5,7,0,NA,NA,-2.3
ou,is_after_win,2017,New England,NWE,7,8,0,NA,NA,-0.9
ou,is_after_win,2017,NY Giants,NYG,0,2,0,NA,NA,-11
ou,is_after_win,2017,NY Jets,NYJ,1,4,0,NA,NA,-10.1
ou,is_after_win,2017,Oakland,OAK,2,4,0,NA,NA,-3
ou,is_after_win,2017,Philadelphia,PHI,8,7,0,NA,NA,1.6
ou,is_after_win,2017,Pittsburgh,PIT,7,6,0,NA,NA,7.1
ou,is_after_win,2017,Seattle,SEA,5,4,0,NA,NA,4.6
ou,is_after_win,2017,San Francisco,SFO,3,2,0,NA,NA,5.7
ou,is_after_win,2017,Tampa Bay,TBY,3,1,0,NA,NA,0.4
ou,is_after_win,2017,Tennessee,TEN,6,4,0,NA,NA,1.4
ou,is_after_win,2017,Washington,WAS,4,3,0,NA,NA,1.4
ou,is_away,2016,Arizona,ARI,8,0,0,NA,NA,9.9
ou,is_away,2016,Atlanta,ATL,5,2,1,NA,NA,7.8
ou,is_away,2016,Baltimore,BAL,4,4,0,NA,NA,2.1
ou,is_away,2016,Buffalo,BUF,4,4,0,NA,NA,-4
ou,is_away,2016,Carolina,CAR,5,3,0,NA,NA,4.8
ou,is_away,2016,Chicago,CHI,4,4,0,NA,NA,-1.5
ou,is_away,2016,Cincinnati,CIN,2,6,0,NA,NA,-6.4
ou,is_away,2016,Cleveland,CLE,6,2,0,NA,NA,3.2
ou,is_away,2016,Dallas,DAL,2,6,0,NA,NA,-3.7
ou,is_away,2016,Denver,DEN,3,5,0,NA,NA,-4.5
ou,is_away,2016,Detroit,DET,3,6,0,NA,NA,-3
ou,is_away,2016,Green Bay,GBY,8,2,0,NA,NA,8
ou,is_away,2016,Houston,HOU,3,5,0,NA,NA,-2.6
ou,is_away,2016,Indianapolis,IND,6,1,0,NA,NA,4.1
ou,is_away,2016,Jacksonville,JAX,4,4,0,NA,NA,-0.4
ou,is_away,2016,Kansas City,KCY,4,4,0,NA,NA,2.2
ou,is_away,2016,LA Chargers,LAC,4,4,0,NA,NA,1.9
ou,is_away,2016,LA Rams,LAR,3,5,0,NA,NA,-0.7
ou,is_away,2016,Miami,MIA,5,4,0,NA,NA,-1.1
ou,is_away,2016,Minnesota,MIN,4,4,0,NA,NA,-1.9
ou,is_away,2016,New Orleans,NOR,4,4,0,NA,NA,1.9
ou,is_away,2016,New England,NWE,2,6,0,NA,NA,-3.2
ou,is_away,2016,NY Giants,NYG,2,6,0,NA,NA,-7.4
ou,is_away,2016,NY Jets,NYJ,3,5,0,NA,NA,0.5
ou,is_away,2016,Oakland,OAK,5,4,0,NA,NA,-1.9
ou,is_away,2016,Philadelphia,PHI,7,1,0,NA,NA,4.3
ou,is_away,2016,Pittsburgh,PIT,3,7,0,NA,NA,-5.5
ou,is_away,2016,Seattle,SEA,5,4,0,NA,NA,-7.8
ou,is_away,2016,San Francisco,SFO,6,2,0,NA,NA,7.4
ou,is_away,2016,Tampa Bay,TBY,3,4,1,NA,NA,-1.5
ou,is_away,2016,Tennessee,TEN,5,3,0,NA,NA,2.6
ou,is_away,2016,Washington,WAS,5,2,0,NA,NA,0.1
ou,is_away,2017,Arizona,ARI,3,4,0,NA,NA,0.4
ou,is_away,2017,Atlanta,ATL,3,7,0,NA,NA,-5.8
ou,is_away,2017,Baltimore,BAL,4,3,0,NA,NA,0.4
ou,is_away,2017,Buffalo,BUF,3,6,0,NA,NA,-4.2
ou,is_away,2017,Carolina,CAR,5,4,0,NA,NA,-1.9
ou,is_away,2017,Chicago,CHI,2,6,0,NA,NA,-4.3
ou,is_away,2017,Cincinnati,CIN,4,4,0,NA,NA,1.8
ou,is_away,2017,Cleveland,CLE,5,3,0,NA,NA,3.2
ou,is_away,2017,Dallas,DAL,3,5,0,NA,NA,-5
ou,is_away,2017,Denver,DEN,4,4,0,NA,NA,1.8
ou,is_away,2017,Detroit,DET,4,4,0,NA,NA,5.2
ou,is_away,2017,Green Bay,GBY,7,1,0,NA,NA,5.1
ou,is_away,2017,Houston,HOU,3,5,0,NA,NA,4.8
ou,is_away,2017,Indianapolis,IND,4,4,0,NA,NA,2.6
ou,is_away,2017,Jacksonville,JAX,4,6,0,NA,NA,5.2
ou,is_away,2017,Kansas City,KCY,5,3,0,NA,NA,7.6
ou,is_away,2017,LA Chargers,LAC,2,6,0,NA,NA,-8.1
ou,is_away,2017,LA Rams,LAR,7,1,0,NA,NA,9.6
ou,is_away,2017,Miami,MIA,4,4,0,NA,NA,-0.6
ou,is_away,2017,Minnesota,MIN,4,4,0,NA,NA,-1.2
ou,is_away,2017,New Orleans,NOR,5,3,0,NA,NA,-0.4
ou,is_away,2017,New England,NWE,2,5,0,NA,NA,-5.9
ou,is_away,2017,NY Giants,NYG,3,5,0,NA,NA,-5
ou,is_away,2017,NY Jets,NYJ,3,5,0,NA,NA,-3.1
ou,is_away,2017,Oakland,OAK,2,6,0,NA,NA,-7.8
ou,is_away,2017,Philadelphia,PHI,5,3,0,NA,NA,5.7
ou,is_away,2017,Pittsburgh,PIT,1,7,0,NA,NA,-7.1
ou,is_away,2017,Seattle,SEA,2,6,0,NA,NA,-5.7
ou,is_away,2017,San Francisco,SFO,3,5,0,NA,NA,-4.7
ou,is_away,2017,Tampa Bay,TBY,6,2,0,NA,NA,4.9
ou,is_away,2017,Tennessee,TEN,5,5,0,NA,NA,-1.6
ou,is_away,2017,Washington,WAS,5,3,0,NA,NA,-0.2
ou,is_away_dog,2016,Arizona,ARI,4,0,0,NA,NA,12.1
ou,is_away_dog,2016,Atlanta,ATL,3,2,0,NA,NA,5.6
ou,is_away_dog,2016,Baltimore,BAL,3,2,0,NA,NA,5.2
ou,is_away_dog,2016,Buffalo,BUF,2,3,0,NA,NA,-8.7
ou,is_away_dog,2016,Carolina,CAR,2,2,0,NA,NA,0.2
ou,is_away_dog,2016,Chicago,CHI,3,4,0,NA,NA,-1.9
ou,is_away_dog,2016,Cincinnati,CIN,2,3,0,NA,NA,-6
ou,is_away_dog,2016,Cleveland,CLE,6,2,0,NA,NA,3.2
ou,is_away_dog,2016,Dallas,DAL,2,2,0,NA,NA,3.1
ou,is_away_dog,2016,Denver,DEN,3,2,0,NA,NA,-1.7
ou,is_away_dog,2016,Detroit,DET,3,5,0,NA,NA,-1.2
ou,is_away_dog,2016,Green Bay,GBY,4,1,0,NA,NA,8.6
ou,is_away_dog,2016,Houston,HOU,3,4,0,NA,NA,-1.4
ou,is_away_dog,2016,Indianapolis,IND,6,1,0,NA,NA,4.1
ou,is_away_dog,2016,Jacksonville,JAX,4,4,0,NA,NA,-0.4
ou,is_away_dog,2016,Kansas City,KCY,3,1,0,NA,NA,6.5
ou,is_away_dog,2016,LA Chargers,LAC,4,2,0,NA,NA,5.8
ou,is_away_dog,2016,LA Rams,LAR,3,3,0,NA,NA,5.6
ou,is_away_dog,2016,Miami,MIA,4,4,0,NA,NA,-2.1
ou,is_away_dog,2016,Minnesota,MIN,2,2,0,NA,NA,-0.4
ou,is_away_dog,2016,New Orleans,NOR,3,4,0,NA,NA,0.6
ou,is_away_dog,2016,New England,NWE,0,1,0,NA,NA,-0.5
ou,is_away_dog,2016,NY Giants,NYG,2,5,0,NA,NA,-7.4
ou,is_away_dog,2016,NY Jets,NYJ,2,5,0,NA,NA,-1.4
ou,is_away_dog,2016,Oakland,OAK,5,2,0,NA,NA,2.5
ou,is_away_dog,2016,Philadelphia,PHI,5,1,0,NA,NA,5.2
ou,is_away_dog,2016,Pittsburgh,PIT,1,1,0,NA,NA,-4
ou,is_away_dog,2016,Seattle,SEA,2,1,0,NA,NA,-6.8
ou,is_away_dog,2016,San Francisco,SFO,6,1,0,NA,NA,10.2
ou,is_away_dog,2016,Tampa Bay,TBY,3,4,1,NA,NA,-1.5
ou,is_away_dog,2016,Tennessee,TEN,3,3,0,NA,NA,0.6
ou,is_away_dog,2016,Washington,WAS,3,1,0,NA,NA,0
ou,is_away_dog,2017,Arizona,ARI,2,2,0,NA,NA,4.2
ou,is_away_dog,2017,Atlanta,ATL,0,3,0,NA,NA,-17.2
ou,is_away_dog,2017,Baltimore,BAL,4,1,0,NA,NA,4.7
ou,is_away_dog,2017,Buffalo,BUF,2,5,0,NA,NA,-6.8
ou,is_away_dog,2017,Carolina,CAR,4,2,0,NA,NA,-0.2
ou,is_away_dog,2017,Chicago,CHI,2,6,0,NA,NA,-4.3
ou,is_away_dog,2017,Cincinnati,CIN,4,3,0,NA,NA,2.6
ou,is_away_dog,2017,Cleveland,CLE,5,3,0,NA,NA,3.2
ou,is_away_dog,2017,Dallas,DAL,0,1,0,NA,NA,-15
ou,is_away_dog,2017,Denver,DEN,2,2,0,NA,NA,7.9
ou,is_away_dog,2017,Detroit,DET,2,2,0,NA,NA,7.6
ou,is_away_dog,2017,Green Bay,GBY,6,0,0,NA,NA,7.3
ou,is_away_dog,2017,Houston,HOU,3,5,0,NA,NA,4.8
ou,is_away_dog,2017,Indianapolis,IND,4,4,0,NA,NA,2.6
ou,is_away_dog,2017,Jacksonville,JAX,1,4,0,NA,NA,5.1
ou,is_away_dog,2017,Kansas City,KCY,2,1,0,NA,NA,9
ou,is_away_dog,2017,LA Chargers,LAC,2,4,0,NA,NA,-5.2
ou,is_away_dog,2017,LA Rams,LAR,2,1,0,NA,NA,0.3
ou,is_away_dog,2017,Miami,MIA,4,3,0,NA,NA,1.8
ou,is_away_dog,2017,Minnesota,MIN,0,2,0,NA,NA,-16.8
ou,is_away_dog,2017,New Orleans,NOR,3,2,0,NA,NA,-3
ou,is_away_dog,2017,NY Giants,NYG,2,5,0,NA,NA,-7.2
ou,is_away_dog,2017,NY Jets,NYJ,3,3,0,NA,NA,0.5
ou,is_away_dog,2017,Oakland,OAK,1,5,0,NA,NA,-8.7
ou,is_away_dog,2017,Philadelphia,PHI,4,0,0,NA,NA,10
ou,is_away_dog,2017,Pittsburgh,PIT,0,1,0,NA,NA,-14
ou,is_away_dog,2017,Seattle,SEA,2,3,0,NA,NA,-5.5
ou,is_away_dog,2017,San Francisco,SFO,1,5,0,NA,NA,-7.6
ou,is_away_dog,2017,Tampa Bay,TBY,3,2,0,NA,NA,-0.2
ou,is_away_dog,2017,Tennessee,TEN,3,1,0,NA,NA,3.9
ou,is_away_dog,2017,Washington,WAS,4,2,0,NA,NA,1.1
ou,is_away_fav,2016,Arizona,ARI,4,0,0,NA,NA,7.6
ou,is_away_fav,2016,Atlanta,ATL,2,0,1,NA,NA,11.3
ou,is_away_fav,2016,Baltimore,BAL,1,2,0,NA,NA,-3.2
ou,is_away_fav,2016,Buffalo,BUF,2,1,0,NA,NA,3.8
ou,is_away_fav,2016,Carolina,CAR,3,1,0,NA,NA,9.2
ou,is_away_fav,2016,Chicago,CHI,1,0,0,NA,NA,1
ou,is_away_fav,2016,Cincinnati,CIN,0,3,0,NA,NA,-7.2
ou,is_away_fav,2016,Dallas,DAL,0,4,0,NA,NA,-10.5
ou,is_away_fav,2016,Denver,DEN,0,3,0,NA,NA,-9.2
ou,is_away_fav,2016,Detroit,DET,0,1,0,NA,NA,-17
ou,is_away_fav,2016,Green Bay,GBY,4,1,0,NA,NA,7.3
ou,is_away_fav,2016,Kansas City,KCY,1,3,0,NA,NA,-2.1
ou,is_away_fav,2016,LA Chargers,LAC,0,2,0,NA,NA,-9.8
ou,is_away_fav,2016,LA Rams,LAR,0,2,0,NA,NA,-19.5
ou,is_away_fav,2016,Miami,MIA,1,0,0,NA,NA,7
ou,is_away_fav,2016,Minnesota,MIN,2,2,0,NA,NA,-3.4
ou,is_away_fav,2016,New Orleans,NOR,1,0,0,NA,NA,11
ou,is_away_fav,2016,New England,NWE,2,5,0,NA,NA,-3.6
ou,is_away_fav,2016,NY Giants,NYG,0,1,0,NA,NA,-7
ou,is_away_fav,2016,NY Jets,NYJ,1,0,0,NA,NA,13.5
ou,is_away_fav,2016,Oakland,OAK,0,2,0,NA,NA,-17.2
ou,is_away_fav,2016,Philadelphia,PHI,2,0,0,NA,NA,1.5
ou,is_away_fav,2016,Pittsburgh,PIT,2,6,0,NA,NA,-5.9
ou,is_away_fav,2016,Seattle,SEA,3,3,0,NA,NA,-8.3
ou,is_away_fav,2016,Tennessee,TEN,2,0,0,NA,NA,8.8
ou,is_away_fav,2016,Washington,WAS,2,1,0,NA,NA,0.2
ou,is_away_fav,2017,Arizona,ARI,1,2,0,NA,NA,-4.8
ou,is_away_fav,2017,Atlanta,ATL,3,4,0,NA,NA,-1
ou,is_away_fav,2017,Baltimore,BAL,0,2,0,NA,NA,-10.2
ou,is_away_fav,2017,Buffalo,BUF,1,1,0,NA,NA,4.8
ou,is_away_fav,2017,Carolina,CAR,1,2,0,NA,NA,-5.5
ou,is_away_fav,2017,Cincinnati,CIN,0,1,0,NA,NA,-3.5
ou,is_away_fav,2017,Dallas,DAL,3,4,0,NA,NA,-3.6
ou,is_away_fav,2017,Denver,DEN,2,2,0,NA,NA,-4.4
ou,is_away_fav,2017,Detroit,DET,2,1,0,NA,NA,4.7
ou,is_away_fav,2017,Green Bay,GBY,1,1,0,NA,NA,-1.8
ou,is_away_fav,2017,Jacksonville,JAX,3,2,0,NA,NA,5.4
ou,is_away_fav,2017,Kansas City,KCY,3,2,0,NA,NA,6.7
ou,is_away_fav,2017,LA Chargers,LAC,0,2,0,NA,NA,-17
ou,is_away_fav,2017,LA Rams,LAR,5,0,0,NA,NA,15.1
ou,is_away_fav,2017,Miami,MIA,0,1,0,NA,NA,-17
ou,is_away_fav,2017,Minnesota,MIN,4,2,0,NA,NA,3.9
ou,is_away_fav,2017,New Orleans,NOR,2,1,0,NA,NA,4
ou,is_away_fav,2017,New England,NWE,2,5,0,NA,NA,-5.9
ou,is_away_fav,2017,NY Giants,NYG,1,0,0,NA,NA,10.5
ou,is_away_fav,2017,NY Jets,NYJ,0,2,0,NA,NA,-14
ou,is_away_fav,2017,Oakland,OAK,1,1,0,NA,NA,-5
ou,is_away_fav,2017,Philadelphia,PHI,1,3,0,NA,NA,1.4
ou,is_away_fav,2017,Pittsburgh,PIT,1,6,0,NA,NA,-6.1
ou,is_away_fav,2017,Seattle,SEA,0,3,0,NA,NA,-6
ou,is_away_fav,2017,San Francisco,SFO,2,0,0,NA,NA,4
ou,is_away_fav,2017,Tampa Bay,TBY,2,0,0,NA,NA,15.2
ou,is_away_fav,2017,Tennessee,TEN,2,3,0,NA,NA,-3.2
ou,is_away_fav,2017,Washington,WAS,1,1,0,NA,NA,-4
ou,is_conference,2016,Arizona,ARI,8,4,0,NA,NA,5.5
ou,is_conference,2016,Atlanta,ATL,12,1,1,NA,NA,10
ou,is_conference,2016,Baltimore,BAL,5,7,0,NA,NA,-2.6
ou,is_conference,2016,Buffalo,BUF,8,4,0,NA,NA,2
ou,is_conference,2016,Carolina,CAR,5,6,1,NA,NA,1.3
ou,is_conference,2016,Chicago,CHI,6,6,0,NA,NA,-1.5
ou,is_conference,2016,Cincinnati,CIN,4,8,0,NA,NA,-6.3
ou,is_conference,2016,Cleveland,CLE,7,5,0,NA,NA,0.9
ou,is_conference,2016,Dallas,DAL,6,7,0,NA,NA,-0.4
ou,is_conference,2016,Denver,DEN,6,6,0,NA,NA,-3
ou,is_conference,2016,Detroit,DET,5,8,0,NA,NA,-3.6
ou,is_conference,2016,Green Bay,GBY,10,5,0,NA,NA,4.6
ou,is_conference,2016,Houston,HOU,7,7,0,NA,NA,-3
ou,is_conference,2016,Indianapolis,IND,6,6,0,NA,NA,-1.1
ou,is_conference,2016,Jacksonville,JAX,8,4,0,NA,NA,1.6
ou,is_conference,2016,Kansas City,KCY,5,8,0,NA,NA,-1.6
ou,is_conference,2016,LA Chargers,LAC,7,5,0,NA,NA,3.8
ou,is_conference,2016,LA Rams,LAR,6,6,0,NA,NA,-1
ou,is_conference,2016,Miami,MIA,10,3,0,NA,NA,3.9
ou,is_conference,2016,Minnesota,MIN,4,8,0,NA,NA,-2.5
ou,is_conference,2016,New Orleans,NOR,7,5,0,NA,NA,5.1
ou,is_conference,2016,New England,NWE,7,7,0,NA,NA,-1.7
ou,is_conference,2016,NY Giants,NYG,4,9,0,NA,NA,-9.1
ou,is_conference,2016,NY Jets,NYJ,6,6,0,NA,NA,1.8
ou,is_conference,2016,Oakland,OAK,8,5,0,NA,NA,-0.9
ou,is_conference,2016,Philadelphia,PHI,7,5,0,NA,NA,-0.8
ou,is_conference,2016,Pittsburgh,PIT,5,10,0,NA,NA,-3.1
ou,is_conference,2016,Seattle,SEA,7,7,0,NA,NA,-4.6
ou,is_conference,2016,San Francisco,SFO,8,4,0,NA,NA,3.8
ou,is_conference,2016,Tampa Bay,TBY,6,6,0,NA,NA,-1.2
ou,is_conference,2016,Tennessee,TEN,7,5,0,NA,NA,2.1
ou,is_conference,2016,Washington,WAS,9,3,0,NA,NA,1.5
ou,is_conference,2017,Arizona,ARI,4,8,0,NA,NA,-0.8
ou,is_conference,2017,Atlanta,ATL,4,10,0,NA,NA,-6.6
ou,is_conference,2017,Baltimore,BAL,6,6,0,NA,NA,2.8
ou,is_conference,2017,Buffalo,BUF,6,7,0,NA,NA,-3.3
ou,is_conference,2017,Carolina,CAR,7,6,0,NA,NA,-2.7
ou,is_conference,2017,Chicago,CHI,3,9,0,NA,NA,-6.5
ou,is_conference,2017,Cincinnati,CIN,6,6,0,NA,NA,-1.5
ou,is_conference,2017,Cleveland,CLE,4,8,0,NA,NA,-3.3
ou,is_conference,2017,Dallas,DAL,5,7,0,NA,NA,-4.5
ou,is_conference,2017,Denver,DEN,6,6,0,NA,NA,-2
ou,is_conference,2017,Detroit,DET,8,4,0,NA,NA,3.3
ou,is_conference,2017,Green Bay,GBY,8,4,0,NA,NA,-2.2
ou,is_conference,2017,Houston,HOU,5,7,0,NA,NA,4.5
ou,is_conference,2017,Indianapolis,IND,3,9,0,NA,NA,-3.5
ou,is_conference,2017,Jacksonville,JAX,5,10,0,NA,NA,0.2
ou,is_conference,2017,Kansas City,KCY,6,7,0,NA,NA,3.8
ou,is_conference,2017,LA Chargers,LAC,2,10,0,NA,NA,-6.8
ou,is_conference,2017,LA Rams,LAR,8,5,0,NA,NA,4.1
ou,is_conference,2017,Miami,MIA,6,6,0,NA,NA,-1.2
ou,is_conference,2017,Minnesota,MIN,7,7,0,NA,NA,-2.9
ou,is_conference,2017,New Orleans,NOR,8,6,0,NA,NA,0.7
ou,is_conference,2017,New England,NWE,6,8,0,NA,NA,-0.6
ou,is_conference,2017,NY Giants,NYG,5,7,0,NA,NA,-1.4
ou,is_conference,2017,NY Jets,NYJ,5,7,0,NA,NA,-1
ou,is_conference,2017,Oakland,OAK,5,7,0,NA,NA,-1.8
ou,is_conference,2017,Philadelphia,PHI,6,8,0,NA,NA,0.1
ou,is_conference,2017,Pittsburgh,PIT,6,7,0,NA,NA,4.8
ou,is_conference,2017,Seattle,SEA,3,9,0,NA,NA,-7.6
ou,is_conference,2017,San Francisco,SFO,5,7,0,NA,NA,-2
ou,is_conference,2017,Tampa Bay,TBY,6,6,0,NA,NA,-0.8
ou,is_conference,2017,Tennessee,TEN,7,7,0,NA,NA,-0.5
ou,is_conference,2017,Washington,WAS,7,5,0,NA,NA,1.2
ou,is_division,2016,Arizona,ARI,3,3,0,NA,NA,-0.7
ou,is_division,2016,Atlanta,ATL,5,0,1,NA,NA,16.2
ou,is_division,2016,Baltimore,BAL,2,4,0,NA,NA,-3
ou,is_division,2016,Buffalo,BUF,4,2,0,NA,NA,7.5
ou,is_division,2016,Carolina,CAR,2,3,1,NA,NA,3.6
ou,is_division,2016,Chicago,CHI,2,4,0,NA,NA,-3.5
ou,is_division,2016,Cincinnati,CIN,1,5,0,NA,NA,-4.9
ou,is_division,2016,Cleveland,CLE,3,3,0,NA,NA,-2.8
ou,is_division,2016,Dallas,DAL,3,3,0,NA,NA,-4.6
ou,is_division,2016,Denver,DEN,4,2,0,NA,NA,1.8
ou,is_division,2016,Detroit,DET,2,4,0,NA,NA,-3.5
ou,is_division,2016,Green Bay,GBY,4,2,0,NA,NA,5.2
ou,is_division,2016,Houston,HOU,4,2,0,NA,NA,0.7
ou,is_division,2016,Indianapolis,IND,3,3,0,NA,NA,-0.6
ou,is_division,2016,Jacksonville,JAX,5,1,0,NA,NA,5.8
ou,is_division,2016,Kansas City,KCY,4,2,0,NA,NA,5.5
ou,is_division,2016,LA Chargers,LAC,4,2,0,NA,NA,4.4
ou,is_division,2016,LA Rams,LAR,2,4,0,NA,NA,-8.8
ou,is_division,2016,Miami,MIA,6,0,0,NA,NA,9.1
ou,is_division,2016,Minnesota,MIN,2,4,0,NA,NA,-2.8
ou,is_division,2016,New Orleans,NOR,4,2,0,NA,NA,4.6
ou,is_division,2016,New England,NWE,3,3,0,NA,NA,-0.3
ou,is_division,2016,NY Giants,NYG,3,3,0,NA,NA,-6.5
ou,is_division,2016,NY Jets,NYJ,3,3,0,NA,NA,4.4
ou,is_division,2016,Oakland,OAK,2,4,0,NA,NA,-4.5
ou,is_division,2016,Philadelphia,PHI,5,1,0,NA,NA,2.6
ou,is_division,2016,Pittsburgh,PIT,2,4,0,NA,NA,-2
ou,is_division,2016,Seattle,SEA,3,3,0,NA,NA,-5.3
ou,is_division,2016,San Francisco,SFO,4,2,0,NA,NA,2.1
ou,is_division,2016,Tampa Bay,TBY,3,3,0,NA,NA,-3.2
ou,is_division,2016,Tennessee,TEN,4,2,0,NA,NA,5.2
ou,is_division,2016,Washington,WAS,5,1,0,NA,NA,0
ou,is_division,2017,Arizona,ARI,2,4,0,NA,NA,-2.8
ou,is_division,2017,Atlanta,ATL,1,5,0,NA,NA,-7.6
ou,is_division,2017,Baltimore,BAL,2,4,0,NA,NA,2.2
ou,is_division,2017,Buffalo,BUF,3,3,0,NA,NA,-2.7
ou,is_division,2017,Carolina,CAR,3,4,0,NA,NA,-5
ou,is_division,2017,Chicago,CHI,3,3,0,NA,NA,-1.1
ou,is_division,2017,Cincinnati,CIN,4,2,0,NA,NA,0.6
ou,is_division,2017,Cleveland,CLE,2,4,0,NA,NA,-0.2
ou,is_division,2017,Dallas,DAL,2,4,0,NA,NA,-8.8
ou,is_division,2017,Denver,DEN,3,3,0,NA,NA,-3.5
ou,is_division,2017,Detroit,DET,4,2,0,NA,NA,-2.1
ou,is_division,2017,Green Bay,GBY,4,2,0,NA,NA,-4.2
ou,is_division,2017,Houston,HOU,2,4,0,NA,NA,2.7
ou,is_division,2017,Indianapolis,IND,1,5,0,NA,NA,-5.2
ou,is_division,2017,Jacksonville,JAX,2,4,0,NA,NA,-1.3
ou,is_division,2017,Kansas City,KCY,3,3,0,NA,NA,1.5
ou,is_division,2017,LA Chargers,LAC,1,5,0,NA,NA,-8.8
ou,is_division,2017,LA Rams,LAR,4,2,0,NA,NA,2.5
ou,is_division,2017,Miami,MIA,3,3,0,NA,NA,0.2
ou,is_division,2017,Minnesota,MIN,1,5,0,NA,NA,-10.4
ou,is_division,2017,New Orleans,NOR,4,3,0,NA,NA,-3.5
ou,is_division,2017,New England,NWE,2,4,0,NA,NA,-5.7
ou,is_division,2017,NY Giants,NYG,2,4,0,NA,NA,-3.8
ou,is_division,2017,NY Jets,NYJ,2,4,0,NA,NA,-2.2
ou,is_division,2017,Oakland,OAK,1,5,0,NA,NA,-5.9
ou,is_division,2017,Philadelphia,PHI,3,3,0,NA,NA,0.1
ou,is_division,2017,Pittsburgh,PIT,4,2,0,NA,NA,6
ou,is_division,2017,Seattle,SEA,2,4,0,NA,NA,-6.4
ou,is_division,2017,San Francisco,SFO,2,4,0,NA,NA,-1
ou,is_division,2017,Tampa Bay,TBY,2,4,0,NA,NA,-6.2
ou,is_division,2017,Tennessee,TEN,3,3,0,NA,NA,3.3
ou,is_division,2017,Washington,WAS,3,3,0,NA,NA,-1.6
ou,is_dog,2016,Arizona,ARI,4,0,0,NA,NA,12.1
ou,is_dog,2016,Atlanta,ATL,5,2,0,NA,NA,9.3
ou,is_dog,2016,Baltimore,BAL,3,3,0,NA,NA,2.5
